,customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,totalCharges_tenure_ratio
61,4386,60,1,0,3,89.9,5450.7,0,90.845
62,378,72,0,1,3,42.1,2962.0,0,41.138888888888886
63,3374,18,1,2,0,54.4,957.1,0,53.172222222222224
64,1153,9,1,0,2,94.4,857.25,1,95.25
65,976,3,1,0,2,75.3,244.1,0,81.36666666666666
66,1356,47,1,2,2,78.9,3650.35,0,77.66702127659575
67,6525,31,1,1,1,79.2,2497.2,0,80.55483870967741
68,3794,50,1,1,3,20.15,930.9,0,18.618
69,2766,10,1,0,1,79.85,887.35,0,88.735
70,216,1,1,0,1,49.05,49.05,0,49.05
71,900,52,1,2,2,20.4,1090.65,0,20.974038461538463
72,3298,64,1,1,3,111.6,7099.0,0,110.921875
73,3276,62,1,1,3,24.25,1424.6,0,22.97741935483871
74,4113,3,1,0,3,64.5,177.4,0,59.13333333333333
75,3768,56,1,2,2,110.5,6139.5,0,109.63392857142857
76,4078,46,1,2,0,55.65,2688.85,0,58.45326086956521
77,3785,8,1,0,1,54.65,482.25,0,60.28125
78,4346,30,1,0,2,74.75,2111.3,0,70.37666666666668
79,1489,45,1,2,0,25.9,1216.6,0,27.035555555555554
80,1944,1,1,0,2,79.35,79.35,1,79.35
81,6122,11,0,0,2,50.55,565.35,0,51.39545454545455
82,2679,7,1,0,3,75.15,496.9,1,70.98571428571428
83,6318,42,1,0,3,103.8,4327.5,0,103.03571428571429
84,661,49,1,1,3,20.15,973.35,0,19.864285714285714
85,344,9,1,0,0,99.3,918.75,0,102.08333333333333
86,392,35,1,2,3,62.15,2215.45,0,63.29857142857142
87,5965,48,1,1,3,20.65,1057.0,0,22.020833333333332
88,5155,46,1,1,1,19.95,927.1,0,20.15434782608696
89,5786,29,0,0,1,33.75,1009.25,0,34.80172413793103
90,6141,30,1,0,3,82.05,2570.2,0,85.67333333333333
91,6065,1,1,0,2,74.7,74.7,0,74.7
92,1802,66,1,1,1,84.0,5714.25,0,86.57954545454545
93,6189,65,1,0,0,111.05,7107.0,0,109.33846153846154
94,3119,72,1,1,3,100.9,7459.05,0,103.59791666666666
95,5192,12,1,0,2,78.95,927.35,1,77.27916666666667
96,2798,71,1,2,0,66.85,4748.7,0,66.8830985915493
97,4971,5,1,0,1,21.05,113.85,1,22.77
98,5927,52,1,1,3,21.0,1107.2,0,21.292307692307695
99,6629,25,1,0,2,98.5,2514.5,1,100.58
100,3449,1,1,0,1,20.2,20.2,0,20.2
101,4997,1,1,0,2,19.45,19.45,0,19.45
102,5468,38,1,2,3,95.0,3605.6,0,94.88421052631578
103,6894,66,0,2,3,45.55,3027.25,0,45.86742424242424
104,5589,68,1,1,3,110.0,7611.85,1,111.93897058823529
105,6590,5,0,0,1,24.3,100.2,0,20.04
106,5231,72,1,2,2,104.15,7303.05,0,101.43125
107,187,32,0,2,1,30.15,927.65,0,28.9890625
108,6964,43,1,2,1,94.35,3921.3,0,91.19302325581396
109,2313,72,1,1,0,19.4,1363.25,0,18.93402777777778
110,4325,55,1,0,2,96.75,5238.9,1,95.25272727272727
111,4874,52,1,2,0,57.95,3042.25,0,58.50480769230769
112,3594,43,1,0,2,91.65,3954.1,0,91.95581395348837
113,1135,37,1,0,2,76.5,2868.15,1,77.51756756756757
114,5948,64,0,1,2,54.6,3423.5,0,53.4921875
115,3988,3,1,0,2,89.85,248.4,0,82.8
116,6920,36,0,1,3,31.05,1126.35,0,31.287499999999998
117,6933,10,1,0,2,100.25,1064.65,1,106.465
118,3127,41,1,1,1,20.65,835.15,0,20.36951219512195
119,6372,27,1,0,0,85.2,2151.6,0,79.68888888888888
120,1937,56,1,2,0,99.8,5515.45,0,98.49017857142857
121,4430,6,1,0,1,20.7,112.75,0,18.791666666666668
122,4191,3,1,0,2,74.4,229.55,1,76.51666666666667
123,3507,7,1,0,1,50.7,350.35,0,50.050000000000004
124,5814,4,1,0,1,20.85,62.9,0,15.725
125,754,33,1,1,2,88.95,3027.65,0,91.7469696969697
126,1257,27,1,0,2,78.05,2135.5,1,79.0925925925926
127,1984,72,1,1,3,23.55,1723.95,0,23.94375
128,2180,1,1,0,1,19.75,19.75,0,19.75
129,6821,71,0,2,2,56.45,3985.35,0,56.131690140845066
130,6908,13,1,0,2,85.95,1215.65,0,93.51153846153846
131,3791,25,0,0,0,58.6,1502.65,1,60.106
132,925,67,1,1,3,50.55,3260.1,0,48.65820895522388
133,940,1,0,0,2,35.45,35.45,1,35.45
134,5535,2,1,0,2,44.35,81.25,1,40.625
135,3962,43,1,1,0,25.7,1188.2,0,27.632558139534886
136,2891,23,1,0,3,75.0,1778.5,0,77.32608695652173
137,3104,64,1,1,1,20.2,1277.75,0,19.96484375
138,4795,57,1,1,1,19.6,1170.55,0,20.5359649122807
139,5825,1,1,0,1,70.45,70.45,1,70.45
140,4382,72,1,1,0,88.05,6425.65,0,89.24513888888889
141,3761,8,1,0,2,71.15,563.65,1,70.45625
142,4598,61,1,1,3,101.05,5971.25,0,97.88934426229508
143,6336,64,1,2,0,84.3,5289.05,0,82.64140625
144,5410,71,1,1,3,23.95,1756.2,0,24.735211267605635
145,5310,65,1,1,0,99.05,6416.7,0,98.71846153846154
146,3151,3,1,2,1,19.6,61.35,0,20.45
147,5971,1,1,0,2,45.65,45.65,1,45.65
148,1295,30,1,2,0,64.5,1929.95,0,64.33166666666666
149,5537,15,1,0,1,69.5,1071.4,0,71.42666666666668
150,6373,8,1,0,2,68.55,564.35,0,70.54375
151,2683,7,1,0,1,95.0,655.5,1,93.64285714285714
152,6651,70,1,2,0,108.15,7930.55,0,113.29357142857143
153,5861,62,1,1,2,86.1,5215.25,0,84.11693548387096
154,520,6,1,0,1,19.7,113.5,0,18.916666666666668
155,1803,14,1,0,3,80.9,1152.8,0,82.34285714285714
156,5439,22,1,0,3,84.15,1821.95,0,82.81590909090909
157,843,22,1,2,1,20.15,419.9,0,19.086363636363636
158,1105,16,1,1,1,64.25,1024.0,0,64.0
159,1126,10,1,1,3,25.7,251.6,0,25.16
160,271,13,1,0,2,56.0,764.55,0,58.81153846153846
161,743,20,1,0,2,82.4,1592.35,1,79.61749999999999
162,1634,2,1,0,2,69.7,135.2,0,67.6
163,1162,53,1,1,3,73.9,3958.25,0,74.68396226415095
164,6824,11,1,2,1,20.6,233.9,0,21.263636363636365
165,1006,69,1,1,1,19.9,1363.45,0,19.76014492753623
166,174,4,1,0,3,70.9,273.0,1,68.25
167,6479,72,1,1,3,89.05,6254.45,0,86.86736111111111
168,3336,58,0,0,2,45.3,2651.2,1,45.710344827586205
169,5371,16,1,0,2,20.4,321.4,0,20.0875
170,4503,43,1,2,3,84.25,3539.25,0,82.30813953488372
171,1742,2,1,0,2,104.4,242.8,1,121.4
172,6011,14,1,1,1,81.95,1181.75,0,84.41071428571429
173,1509,53,1,2,3,94.85,5000.2,1,94.3433962264151
174,768,32,1,2,3,20.55,654.55,0,20.4546875
175,5818,34,1,0,2,24.7,780.2,0,22.947058823529414
176,6776,15,1,0,1,74.45,1145.7,1,76.38000000000001
177,4736,7,1,0,3,76.45,503.6,1,71.94285714285715
178,996,15,1,0,3,105.35,1559.25,0,103.95
179,2272,61,1,2,0,20.55,1252.0,0,20.524590163934427
180,3219,1,0,0,3,29.95,29.95,1,29.95
181,3059,1,1,0,1,45.3,45.3,0,45.3
182,4641,8,1,0,3,84.5,662.65,1,82.83125
183,4989,33,1,2,0,74.75,2453.3,0,74.34242424242424
184,2395,13,1,0,2,79.25,1111.65,1,85.51153846153846
185,3647,1,0,0,2,24.8,24.8,1,24.8
186,4570,20,1,0,1,51.8,1023.85,0,51.1925
187,2562,3,0,0,2,30.4,82.15,0,27.383333333333336
188,5396,13,1,2,2,19.65,244.8,0,18.83076923076923
189,2420,40,1,0,0,56.6,2379.1,0,59.4775
190,1667,43,1,2,0,71.9,3173.35,0,73.79883720930232
191,1939,6,1,0,2,91.0,531.0,1,88.5
192,3891,69,1,1,3,19.75,1375.4,0,19.933333333333334
193,5645,72,1,1,0,109.7,8129.3,0,112.90694444444445
194,2820,59,1,1,0,19.3,1192.7,0,20.215254237288136
195,6722,20,1,0,2,96.55,1901.65,0,95.08250000000001
196,4809,24,1,1,3,24.1,587.4,0,24.474999999999998
197,6553,59,1,0,2,111.35,6519.75,0,110.5042372881356
198,1252,72,1,1,3,112.25,8041.65,0,111.68958333333333
199,1981,1,1,0,1,20.75,20.75,0,20.75
200,3363,27,1,2,0,101.9,2681.15,0,99.30185185185185
201,5755,14,1,0,0,80.05,1112.3,0,79.45
202,6286,71,1,1,2,105.55,7405.5,0,104.30281690140845
203,6224,13,1,0,0,78.3,1033.95,0,79.53461538461539
204,3935,44,1,0,0,68.85,2958.95,0,67.24886363636364
205,2074,33,1,2,3,79.95,2684.85,0,81.35909090909091
206,3068,72,0,1,0,55.45,4179.2,0,58.044444444444444
207,1317,1,1,0,2,79.9,79.9,1,79.9
208,3564,19,1,0,2,106.6,1934.45,1,101.81315789473685
209,4141,64,1,2,0,102.45,6654.1,0,103.9703125
210,3431,2,1,0,0,46.0,84.5,1,42.25
211,4398,1,0,0,2,25.25,25.25,0,25.25
212,4632,61,1,1,1,19.75,1124.2,0,18.42950819672131
213,4158,29,1,2,2,20.0,540.05,0,18.622413793103448
214,2149,23,1,0,2,86.8,1975.85,0,85.90652173913043
215,5337,57,0,0,3,58.75,3437.45,0,60.30614035087719
216,708,72,0,1,0,45.25,3139.8,0,43.608333333333334
217,4796,66,0,1,3,56.6,3789.2,0,57.41212121212121
218,1193,65,1,1,3,84.2,5324.5,0,81.91538461538461
219,908,8,1,0,3,80.0,624.6,0,78.075
220,6952,4,1,0,2,70.15,268.35,1,67.0875
221,6929,71,1,1,3,24.75,1836.9,0,25.871830985915494
222,6180,1,1,2,2,20.2,20.2,0,20.2
223,2352,4,1,0,1,50.05,179.35,1,44.8375
224,6169,12,1,2,3,19.35,219.35,0,18.279166666666665
225,869,24,0,2,1,50.6,1288.75,0,53.697916666666664
226,2040,31,1,2,1,81.15,2545.75,0,82.12096774193549
227,1834,1,1,0,1,55.2,55.2,1,55.2
228,2847,30,1,0,0,89.9,2723.15,0,90.77166666666668
229,6103,47,1,1,0,85.3,4107.25,0,87.38829787234043
230,4185,54,1,1,0,108.0,5760.65,0,106.6787037037037
231,2664,50,1,0,0,93.5,4747.5,0,94.95
232,3600,1,1,0,1,84.6,84.6,1,84.6
233,6692,72,1,1,0,20.25,1566.9,0,21.762500000000003
234,656,29,1,0,2,25.15,702.0,0,24.20689655172414
235,2085,2,1,0,1,54.4,114.1,1,57.05
236,620,10,0,1,1,29.6,299.05,0,29.905
237,175,18,1,0,2,73.15,1305.95,0,72.55277777777778
238,5863,11,1,0,2,95.0,1120.3,1,101.84545454545454
239,889,16,1,1,1,19.75,284.35,0,17.771875
240,3700,72,1,1,3,86.6,6350.5,0,88.20138888888889
241,4080,72,1,1,3,109.2,7878.3,0,109.42083333333333
242,569,41,1,2,0,74.7,3187.65,0,77.74756097560976
243,5417,65,1,0,2,94.4,6126.15,0,94.24846153846153
244,2435,13,1,0,2,54.8,731.3,0,56.25384615384615
245,4686,4,1,0,2,75.35,273.4,0,68.35
246,5059,41,1,2,1,65.0,2531.8,0,61.75121951219513
247,365,15,1,0,2,74.4,1074.3,1,71.61999999999999
248,5268,1,1,0,1,48.55,48.55,1,48.55
249,4524,42,1,2,2,99.0,4298.45,0,102.34404761904761
250,2267,51,1,2,2,93.5,4619.55,0,90.57941176470588
251,6410,2,1,0,2,70.4,147.15,1,73.575
252,3537,1,0,0,2,40.2,40.2,1,40.2
253,3332,32,1,2,0,83.7,2633.3,0,82.290625
254,823,10,1,0,1,19.85,193.05,0,19.305
255,5688,67,0,1,2,59.55,4103.9,0,61.252238805970144
256,6278,61,1,1,0,115.1,7008.15,0,114.88770491803278
257,2020,50,1,2,0,114.35,5791.1,0,115.822
258,5198,2,1,0,0,44.6,80.55,1,40.275
259,330,29,0,0,2,45.0,1228.65,0,42.36724137931035
260,5380,3,0,0,2,41.15,132.2,1,44.06666666666666
261,5304,13,1,0,2,106.9,1364.3,1,104.94615384615385
262,5551,57,1,0,2,89.85,4925.35,0,86.40964912280702
263,4109,31,0,1,3,49.85,1520.1,0,49.03548387096774
264,3382,45,1,2,1,113.3,5032.25,0,111.82777777777778
265,2853,61,1,1,1,88.1,5526.75,0,90.60245901639344
266,3956,50,1,1,3,24.9,1195.25,0,23.905
267,3232,19,1,0,1,105.0,2007.25,0,105.64473684210526
268,1311,59,1,1,1,19.35,1099.6,1,18.63728813559322
269,4885,71,1,1,0,24.25,1732.95,0,24.40774647887324
270,1563,16,1,0,2,94.45,1511.2,1,94.45
271,5107,57,1,1,2,59.75,3450.15,0,60.52894736842106
272,6017,1,0,0,3,24.8,24.8,1,24.8
273,3758,20,1,0,2,107.05,2172.05,0,108.6025
274,1392,1,1,0,1,70.6,70.6,1,70.6
275,4115,5,1,0,2,85.4,401.1,1,80.22
276,6668,52,1,0,2,105.05,5624.85,1,108.17019230769232
277,3103,21,1,0,3,64.95,1339.8,0,63.8
278,3314,14,0,0,2,55.0,771.95,0,55.13928571428572
279,6218,5,1,0,3,50.55,244.75,0,48.95
280,1967,6,1,0,1,55.15,322.9,0,53.81666666666666
281,2077,10,1,0,2,51.2,498.25,0,49.825
282,6618,1,1,0,1,25.4,25.4,0,25.4
283,928,68,1,0,1,54.45,3687.75,0,54.231617647058826
284,727,18,1,0,1,95.15,1779.95,1,98.88611111111112
285,5193,22,1,2,0,76.0,1783.6,0,81.07272727272726
286,4423,20,1,0,2,44.35,927.15,0,46.3575
287,4785,1,1,0,2,70.0,70.0,1,70.0
288,5005,8,1,0,2,74.5,606.55,1,75.81875
289,4765,10,1,0,0,44.85,435.4,1,43.54
290,5017,24,1,0,2,76.1,1712.7,1,71.3625
291,4528,35,1,2,1,61.2,2021.2,0,57.74857142857143
292,4376,23,1,2,1,86.8,1940.8,0,84.38260869565217
293,151,6,1,0,2,89.35,567.8,0,94.63333333333333
294,1607,12,1,0,1,19.7,220.35,0,18.3625
295,516,1,1,0,1,20.25,20.25,0,20.25
296,2480,71,1,1,2,76.05,5436.45,0,76.56971830985916
297,1042,35,1,0,2,100.8,3437.5,0,98.21428571428571
298,3529,40,1,0,2,74.55,3015.75,0,75.39375
299,5207,1,1,0,1,73.6,73.6,1,73.6
300,1172,23,1,2,3,64.9,1509.8,0,65.64347826086956
301,4994,4,1,0,2,95.45,396.1,1,99.025
302,638,4,1,0,2,90.4,356.65,0,89.1625
303,707,68,0,1,0,60.3,4109.0,0,60.4264705882353
304,2204,38,1,0,1,81.85,3141.7,0,82.67631578947368
305,6042,52,1,1,1,24.8,1229.1,0,23.63653846153846
306,4122,32,1,0,2,74.9,2303.35,1,71.9796875
307,5931,29,1,1,1,75.55,2054.4,0,70.84137931034483
308,2896,38,1,0,2,101.15,3741.85,0,98.46973684210526
309,5558,48,1,2,0,78.75,3682.45,0,76.71770833333333
310,5879,1,1,0,3,19.25,19.25,0,19.25
311,5513,22,1,0,2,89.05,1886.25,0,85.73863636363636
312,1977,43,1,1,0,115.05,4895.1,0,113.83953488372094
313,3203,5,1,0,2,69.35,341.6,0,68.32000000000001
314,2273,5,1,0,2,80.6,415.55,1,83.11
315,2930,51,1,2,0,110.05,5686.4,0,111.49803921568626
316,4336,71,1,1,0,19.9,1355.1,0,19.085915492957746
317,4664,38,1,2,0,80.3,3058.65,1,80.49078947368422
318,2043,24,1,0,2,93.15,2231.05,1,92.96041666666667
319,3154,35,1,0,0,91.5,3236.35,0,92.46714285714286
320,4107,54,1,2,3,82.45,4350.1,1,80.55740740740741
321,480,72,0,1,2,60.0,4264.0,0,59.22222222222222
322,426,1,1,0,2,44.8,44.8,0,44.8
323,3352,9,1,2,1,48.6,422.3,0,46.922222222222224
324,5720,69,0,1,3,60.05,4176.7,0,60.53188405797101
325,5815,52,1,0,0,102.7,5138.1,0,98.8096153846154
326,1985,11,1,0,2,82.9,880.05,0,80.00454545454545
327,6989,2,1,0,2,70.35,139.05,1,69.525
328,4542,28,0,0,2,35.9,973.65,0,34.77321428571428
329,6007,17,1,0,0,82.65,1470.05,0,86.4735294117647
330,2808,35,1,1,1,19.85,739.35,0,21.124285714285715
331,3128,8,1,2,1,19.2,161.95,0,20.24375
332,1914,46,1,2,0,94.9,4422.95,0,96.15108695652174
333,5156,7,1,0,2,73.85,511.25,1,73.03571428571429
334,5696,2,1,0,1,80.6,155.8,1,77.9
335,2041,68,1,2,3,75.8,5293.95,1,77.85220588235293
336,2062,43,1,1,2,104.6,4759.85,1,110.69418604651163
337,3663,68,1,1,2,88.15,6148.45,0,90.41838235294118
338,4130,36,1,0,0,94.8,3565.65,0,99.04583333333333
339,382,63,1,0,2,103.4,6603.0,1,104.80952380952381
340,5341,32,1,0,3,54.65,1830.1,0,57.190625
341,646,71,1,1,0,85.75,6223.8,0,87.65915492957747
342,1216,66,1,0,3,67.45,4508.65,0,68.31287878787879
343,685,63,1,2,1,20.5,1328.15,0,21.081746031746032
344,1991,41,1,2,0,20.25,865.0,0,21.097560975609756
345,586,1,1,0,2,72.1,72.1,0,72.1
346,2258,2,1,0,2,90.4,168.2,1,84.1
347,2726,70,1,1,3,19.45,1303.5,0,18.62142857142857
348,3280,23,0,0,2,44.95,996.85,0,43.34130434782609
349,6438,64,1,2,3,97.0,6430.9,0,100.4828125
350,2681,37,1,1,0,62.8,2278.75,0,61.58783783783784
351,4038,17,1,2,1,44.6,681.4,0,40.08235294117647
352,4449,7,1,0,2,89.15,574.35,0,82.05
353,6240,4,1,0,3,84.8,371.9,1,92.975
354,1915,21,0,0,2,41.9,840.1,1,40.00476190476191
355,926,10,1,0,3,80.25,846.0,1,84.6
356,4636,16,1,0,2,54.1,889.0,0,55.5625
357,471,64,1,1,2,105.25,6823.4,0,106.615625
358,2136,27,0,0,0,30.75,805.1,1,29.81851851851852
359,5623,42,1,2,2,97.1,4016.75,0,95.63690476190476
360,1065,5,1,0,1,20.2,83.75,0,16.75
361,2548,41,1,1,3,98.8,3959.15,0,96.56463414634146
362,2369,58,1,2,0,50.3,2878.55,0,49.630172413793105
363,2055,47,1,1,1,20.55,945.7,0,20.121276595744682
364,5585,18,1,0,3,75.9,1373.05,0,76.28055555555555
365,6287,5,1,0,3,96.5,492.55,1,98.51
366,6696,23,1,0,3,59.95,1406.0,0,61.130434782608695
367,4067,1,1,0,1,19.15,19.15,0,19.15
368,4793,71,1,2,0,98.65,6962.85,0,98.06830985915494
369,6751,72,1,1,0,112.6,8126.65,0,112.87013888888889
370,6560,33,1,2,1,20.6,690.25,0,20.916666666666668
371,5607,2,1,0,2,85.65,181.5,1,90.75
372,250,24,0,1,1,35.75,830.8,0,34.61666666666667
373,5631,56,1,2,0,99.75,5608.4,0,100.14999999999999
374,4091,37,1,0,0,96.1,3646.8,0,98.56216216216217
375,4760,43,1,2,0,85.1,3662.25,0,85.1686046511628
376,4086,1,0,0,1,25.35,25.35,0,25.35
377,3705,25,1,0,3,104.95,2566.5,1,102.66
378,3139,61,1,1,2,89.65,5308.7,0,87.02786885245901
379,6113,17,1,2,2,86.75,1410.25,0,82.95588235294117
380,6976,41,1,2,3,86.2,3339.05,0,81.44024390243902
381,1064,1,1,0,1,50.65,50.65,1,50.65
382,2615,72,0,1,3,64.8,4732.35,0,65.72708333333334
383,3622,1,1,0,0,90.85,90.85,1,90.85
384,825,48,1,1,3,108.1,5067.45,0,105.57187499999999
385,1206,11,1,0,1,19.95,214.75,1,19.522727272727273
386,3698,55,1,0,2,85.45,4874.7,1,88.63090909090909
387,2197,42,0,2,2,54.75,2348.45,0,55.915476190476184
388,2704,44,1,0,1,90.4,4063.0,0,92.3409090909091
389,4006,1,1,0,2,44.0,44.0,0,44.0
390,6047,27,1,0,3,95.6,2595.25,0,96.12037037037037
391,1141,27,1,0,3,84.8,2309.55,0,85.53888888888889
392,5910,2,1,0,2,44.3,89.3,0,44.65
393,3696,19,1,0,1,19.9,367.55,0,19.344736842105263
394,5411,42,1,0,2,95.05,3944.5,0,93.91666666666667
395,2738,66,1,1,0,90.05,5965.95,0,90.39318181818182
396,4063,33,1,0,3,109.9,3694.7,0,111.96060606060605
397,3213,34,1,0,0,73.95,2524.45,1,74.24852941176471
398,2144,33,0,0,2,54.6,1803.7,0,54.657575757575756
399,5120,23,1,2,1,20.05,415.1,0,18.047826086956523
400,5922,32,1,2,3,19.75,624.15,0,19.5046875
401,23,11,1,2,0,20.05,237.7,0,21.60909090909091
402,1826,69,1,0,0,99.45,7007.6,1,101.55942028985508
403,6404,68,1,2,3,55.9,3848.8,0,56.6
404,4547,20,1,1,1,19.7,419.4,0,20.97
405,2047,72,1,1,0,19.8,1468.75,0,20.399305555555557
406,6423,60,1,2,3,95.4,5812.0,0,96.86666666666666
407,33,32,1,0,1,93.95,2861.45,0,89.4203125
408,6111,1,1,0,1,19.9,19.9,1,19.9
409,2031,1,1,0,1,19.6,19.6,1,19.6
410,3615,3,1,0,2,81.35,233.7,1,77.89999999999999
411,6930,46,1,2,3,24.45,1066.15,0,23.17717391304348
412,766,29,1,0,2,74.95,2149.05,0,74.10517241379311
413,1513,51,1,0,2,87.35,4473.0,0,87.70588235294117
414,6305,48,1,0,3,70.65,3545.05,0,73.85520833333334
415,1175,16,1,0,3,73.25,1195.75,0,74.734375
416,2829,70,1,1,3,98.7,6858.9,0,97.9842857142857
417,5980,40,1,1,1,24.8,1024.7,0,25.6175
418,6957,22,1,0,2,83.3,1845.9,1,83.90454545454546
419,3348,1,1,0,3,75.3,75.3,1,75.3
420,6755,5,1,0,1,24.3,132.25,0,26.45
421,3109,7,1,0,3,69.85,515.45,0,73.63571428571429
422,6505,29,1,2,0,100.55,2830.45,0,97.60172413793103
423,6477,44,1,2,1,25.7,1110.5,0,25.238636363636363
424,780,10,0,0,3,40.7,449.3,0,44.93
425,2183,55,1,0,3,51.65,2838.55,0,51.61000000000001
426,453,52,1,2,3,105.1,5376.4,0,103.39230769230768
427,5742,10,1,0,2,85.95,858.6,0,85.86
428,2309,18,1,0,3,75.6,1395.05,0,77.50277777777778
429,4622,68,1,2,3,58.25,3975.7,0,58.46617647058823
430,840,61,1,0,1,19.4,1182.55,1,19.38606557377049
431,218,72,0,1,0,65.2,4784.45,0,66.45069444444444
432,4589,2,1,0,2,53.45,119.5,0,59.75
433,5666,12,1,0,3,45.4,518.9,1,43.24166666666667
434,2947,41,1,1,2,19.75,899.45,0,21.93780487804878
435,3971,26,0,0,0,44.45,1183.8,0,45.53076923076923
436,2545,36,1,2,3,20.85,720.05,0,20.001388888888886
437,5864,72,1,1,0,114.05,8468.2,0,117.6138888888889
438,3889,35,1,0,3,89.85,3161.2,0,90.32
439,2226,1,1,0,1,55.05,55.05,0,55.05
440,527,16,1,0,2,112.95,1882.55,0,117.659375
441,5857,49,1,0,0,101.55,5070.4,0,103.47755102040816
442,1688,54,1,2,1,114.65,6049.5,0,112.02777777777777
443,3689,18,1,0,2,64.8,1166.7,0,64.81666666666666
444,4224,36,1,0,2,80.4,2937.65,0,81.60138888888889
445,6422,60,1,0,2,105.9,6396.45,1,106.6075
446,4324,1,1,0,1,69.55,69.55,1,69.55
447,1823,52,1,1,3,25.05,1270.25,0,24.427884615384617
448,6562,8,1,0,2,94.75,759.55,0,94.94375
449,2193,72,1,1,3,105.5,7611.55,0,105.71597222222222
450,5905,64,1,2,1,24.7,1642.75,0,25.66796875
451,5464,22,1,0,1,69.75,1545.4,0,70.24545454545455
452,3318,60,0,0,3,60.2,3582.4,0,59.70666666666667
453,5436,28,1,0,2,81.05,2227.1,1,79.53928571428571
454,5237,61,1,1,1,24.4,1417.9,0,23.24426229508197
455,3278,24,1,0,2,104.15,2494.65,0,103.94375000000001
456,862,28,1,2,3,92.9,2768.35,0,98.86964285714285
457,6510,30,1,1,3,80.8,2369.3,0,78.97666666666667
458,6746,2,1,0,1,20.0,38.0,0,19.0
